FDA Handle,FDA Upload Date,Omeka Link,research,Confirmed/processed,Filename,File size,OCLC,Monograph/Serial,Type,Title (cyrillic) i͡e Ī ī Ẏ Ḟ ѣ,Title (romanized) ĭ  ë  i͡a  I͡A  ė  Ė  t͡s,Title (controlled)  T͡S  I͡U i͡u,Author (romanized),Author (cyrillic),Author's date of death,Place of publication (Cyrillic),Place of publication (romanized),Publisher (Cyrillic),Publishers (romanized),DCAA publisher number,Date,# of pages,Series (cyrillic),Series (romanized),Series/Serial numbering,Geographic region,Subject,Summary,Online version,Rights information,Notes,Additional Author 1,Additional Author 2,Additional Author 3,Additional Author 4,Series 2,Series 3,Language,Geospatial Data
http://hdl.handle.net/2451/42784,8/27/18,,in,present,isawdca_000317.pdf,35.0 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1967,58,,,"1967, no. 3",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42785,8/27/18,,in,present,isawdca_000318.pdf,43.5 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1967,72,,,"1967, no. 4",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42786,8/27/18,,in,present,isawdca_000319.pdf,40.4 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1967,70,,,"1967, no. 5",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42787,8/27/18,,in,present,isawdca_000320.pdf,38.5 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1967,79,,,"1967, no. 6",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42788,8/27/18,,in,present,isawdca_000321.pdf,41.5 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1967,70,,,"1967, no. 7",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42789,8/27/18,,in,present,isawdca_000322.pdf,42.7 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1967,72,,,"1967, no. 8",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42790,8/27/18,,in,present,isawdca_000323.pdf,39.1 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1967,66,,,"1967, no. 9",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42791,8/27/18,,in,present,isawdca_000324.pdf,39.1 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1967,80,,,"1967, no. 10",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42793,8/27/18,,in,present,isawdca_000325.pdf,43.9 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1967,79,,,"1967, no. 11",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42794,8/27/18,,in,present,isawdca_000326.pdf,29.3 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1967,51,,,"1967, no. 12",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42795,8/27/18,,in,present,isawdca_000327.pdf,30.2 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1968,66,,,"1968, no. 1",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42796,8/27/18,,in,present,isawdca_000328.pdf,49.6 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1968,86,,,"1968, no. 2",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42797,8/27/18,,in,present,isawdca_000329.pdf,38.4 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1968,62,,,"1968, no. 3",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42798,8/27/18,,in,present,isawdca_000330.pdf,32.8 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1968,63,,,"1968, no. 4",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42806,8/27/18,,in,present,isawdca_000331.pdf,34.8 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1968,75,,,"1968, no. 5",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42817,8/27/18,,in,present,isawdca_000332.pdf,44.2 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1968,74,,,"1968, no. 6",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42824,8/27/18,,in,present,isawdca_000333.pdf,49.2 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1968,78,,,"1968, no. 7",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42825,8/27/18,,in,present,isawdca_000334.pdf,49.7 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1968,90,,,"1968, no. 8",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42826,8/27/18,,in,present,isawdca_000335.pdf,47.2 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1968,74,,,"1968, no. 9",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42827,8/27/18,,in,present,isawdca_000336.pdf,29.7 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1968,55,,,"1968, no. 10",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42828,8/27/18,,in,present,isawdca_000337.pdf,48.8 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1968,79,,,"1968, no. 11",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42829,8/27/18,,in,present,isawdca_000338.pdf,32.5 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1968,58,,,"1968, no. 12",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42830,8/27/18,,in,present,isawdca_000339.pdf,23.7 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1969,61,,,"1969, no. 1",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42807,8/27/18,,in,present,isawdca_000340.pdf,34.5 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1969,77,,,"1969, no. 2",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42808,8/27/18,,in,present,isawdca_000341.pdf,25.4 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1969,63,,,"1969, no. 3",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42809,8/27/18,,in,present,isawdca_000342.pdf,27.4 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1969,63,,,"1969, no. 4",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42810,8/27/18,,in,present,isawdca_000343.pdf,15.9 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1969,59,,,"1969, no. 5",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42811,8/27/18,,in,present,isawdca_000344.pdf,27.0 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1969,66,,,"1969, no. 6",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42812,8/27/18,,in,present,isawdca_000345.pdf,19.8 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1969,66,,,"1969, no. 7",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42813,8/27/18,,in,present,isawdca_000346.pdf,63.5 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1969,154,,,"1969, no. 8-9",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42814,8/27/18,,in,present,isawdca_000347.pdf,29.6 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1969,63,,,"1969, no. 10",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42815,8/27/18,,in,present,isawdca_000348.pdf,33.4 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1969,75,,,"1969, no. 11",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42816,8/27/18,,in,present,isawdca_000349.pdf,24.6 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1969,59,,,"1969, no. 12",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/42818,8/27/18,,in,present,isawdca_000350.pdf,35.9 MB,4841203,serial,serial,Общественные науки в Узбекистане,Obshchestvennye nauki v Uzbekistane,Obshchestvennye nauki v Uzbekistane,,,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1970,80,,,"1970, no. 1",Uzbekistan,Social sciences--Periodicals. Social sciences--Uzbekistan--Periodicals. Social sciences. Uzbekistan.,,"NO BOOK, https://books.google.com/books?id=fLYbAQAAMAAJ","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
